,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,Department,real sallary,predicted sallary
10399,0.66,0.54,5,203,2,0,0,0,sales,medium,low
6048,0.64,0.99,3,214,2,0,0,0,sales,medium,low
10765,0.49,0.59,4,137,4,0,0,0,technical,high,medium
13527,0.66,0.81,3,174,3,0,0,0,technical,low,low
6687,0.79,0.66,4,139,4,0,0,0,support,low,low
3917,0.68,1.0,4,167,2,0,0,0,sales,low,low
12154,0.39,0.48,2,160,3,0,1,0,sales,low,low
10047,0.74,0.58,4,215,3,1,0,0,support,medium,low
10306,0.67,0.53,3,264,2,0,0,0,accounting,low,low
14907,0.8,0.9,5,267,5,0,1,0,technical,medium,low
1037,0.09,0.97,7,268,4,0,1,0,support,medium,low
1573,0.11,0.9,5,307,4,0,1,0,support,low,low
6864,0.23,0.51,6,194,4,1,0,0,RandD,medium,medium
3047,0.48,0.59,5,235,3,0,0,0,product_mng,low,low
8616,0.99,0.48,3,104,3,0,0,0,product_mng,medium,low
3778,0.8,0.78,3,175,3,0,0,0,technical,medium,low
21,0.38,0.55,2,147,3,0,1,0,sales,low,low
8299,0.5,0.76,4,198,3,0,0,0,support,medium,low
10505,0.8,0.58,4,189,2,0,0,0,support,medium,low
6481,0.77,0.74,2,187,6,0,0,0,RandD,medium,medium
7447,0.73,0.72,3,166,3,0,0,0,technical,medium,low
13394,0.82,0.91,5,271,2,0,0,1,RandD,medium,medium
13886,0.17,0.61,6,154,10,1,0,0,sales,medium,medium
525,0.41,0.56,2,150,3,0,1,0,product_mng,low,low
7876,0.16,0.76,6,218,6,0,0,0,sales,medium,medium
14309,0.11,0.97,6,284,4,0,1,0,sales,low,low
2874,0.54,0.95,3,221,3,0,0,0,support,medium,low
14392,0.1,0.84,6,261,4,0,1,0,accounting,medium,low
12403,0.92,0.93,5,240,5,0,1,0,sales,low,low
1644,0.83,1.0,5,224,5,0,1,0,technical,low,low
12554,0.43,0.53,2,150,3,0,1,0,sales,low,low
8067,0.61,0.5,4,175,3,0,0,0,support,medium,low
9420,0.5,0.56,3,263,4,0,0,0,hr,medium,medium
5160,0.52,0.81,3,253,2,0,0,0,support,medium,low
4842,0.15,0.7,4,220,4,0,0,0,hr,low,medium
437,0.43,0.53,2,160,3,0,1,0,support,low,low
5584,0.23,0.96,2,234,4,0,0,0,sales,medium,low
2397,0.7,0.74,5,263,3,1,0,0,hr,low,medium
3236,0.17,0.93,5,183,5,0,0,0,accounting,high,medium
9113,0.82,0.57,2,158,3,1,0,0,hr,medium,medium
616,0.39,0.49,2,144,3,0,1,0,marketing,medium,low
14574,0.72,0.96,5,267,5,0,1,0,technical,low,low
11364,0.91,0.77,3,144,3,0,0,0,sales,medium,low
2206,0.16,0.98,5,284,5,0,0,0,IT,medium,medium
2059,0.68,0.54,3,251,2,0,0,0,RandD,medium,medium
9592,0.53,0.7,4,155,5,1,0,0,support,low,medium
4763,0.23,0.59,5,245,5,0,0,0,hr,low,medium
9948,0.8,0.8,4,229,4,0,0,0,sales,low,medium
2386,0.84,0.51,6,141,2,1,0,0,sales,low,low
6255,0.57,0.42,4,154,5,0,0,0,RandD,high,medium
4797,0.91,0.63,4,226,3,1,0,0,IT,low,low
13136,0.99,0.75,4,163,2,0,0,0,sales,low,low
14582,0.36,0.51,2,135,3,0,1,0,IT,low,low
11235,0.65,0.62,4,258,2,0,0,0,support,high,low
3546,0.29,0.81,3,189,6,0,0,0,technical,low,medium
7638,0.69,0.36,5,269,6,1,0,0,marketing,medium,medium
5778,0.7,0.92,4,142,2,1,0,0,support,medium,low
4430,0.51,0.58,4,272,3,0,0,0,accounting,medium,medium
863,0.39,0.55,2,146,3,0,1,0,sales,low,low
13631,0.78,0.43,4,275,3,0,0,0,IT,low,medium
8997,0.5,0.72,3,182,2,1,0,0,product_mng,medium,low
11692,0.66,0.89,4,173,4,0,0,0,support,low,low
10082,0.73,1.0,2,229,3,0,0,0,marketing,medium,medium
4256,0.78,0.66,4,214,2,0,0,0,technical,low,low
2069,0.53,0.81,3,226,3,1,0,0,sales,low,low
9746,0.96,0.69,4,156,5,0,0,0,support,high,medium
2671,0.97,0.8,3,169,3,0,0,0,marketing,low,medium
10591,0.98,0.79,5,257,4,0,0,0,technical,medium,medium
6936,0.63,0.73,3,272,2,0,0,0,product_mng,low,low
9541,0.52,0.69,6,138,5,0,0,0,marketing,medium,medium
1829,0.1,0.93,6,258,4,0,1,0,RandD,medium,low
2694,0.98,0.53,4,192,2,1,0,0,sales,low,low
80,0.45,0.54,2,140,3,0,1,0,support,low,low
12183,0.11,0.8,6,285,4,0,1,0,accounting,medium,low
13157,0.88,0.51,3,208,3,0,0,0,hr,medium,medium
14479,0.38,0.56,2,156,3,0,1,0,technical,low,low
1477,0.38,0.46,2,155,3,0,1,0,sales,low,low
5329,0.81,0.59,2,236,3,0,0,0,IT,medium,medium
8091,0.6,0.9,5,139,3,0,0,0,sales,low,low
9336,0.97,0.66,4,218,3,0,0,0,sales,high,low
11841,0.57,0.59,2,111,2,0,0,0,management,high,high
7753,0.96,0.63,4,142,4,0,0,0,technical,medium,medium
14506,0.38,0.51,2,146,3,0,1,0,IT,medium,low
11825,0.29,0.57,5,134,2,0,0,1,marketing,medium,medium
9247,0.97,0.96,3,212,3,0,0,0,sales,low,low
14875,0.36,0.49,2,147,3,0,1,0,marketing,low,low
11743,0.79,0.86,5,238,8,0,0,0,sales,low,medium
13007,1.0,0.55,4,186,4,1,0,0,technical,medium,medium
2115,0.42,0.96,3,270,6,0,0,0,support,low,medium
3225,0.84,0.75,3,184,3,0,0,0,sales,medium,low
4628,0.98,0.81,3,180,2,1,0,0,support,high,low
11711,0.82,0.9,3,215,4,0,0,0,management,high,high
5334,0.85,0.8,4,254,2,0,0,0,product_mng,low,low
1395,0.45,0.51,2,156,3,0,1,0,sales,medium,low
12727,0.43,0.57,2,160,3,0,1,0,technical,medium,low
14910,0.7,0.84,6,161,4,0,1,0,technical,low,low
8532,0.85,0.88,3,198,4,1,0,0,technical,medium,low
9077,0.56,0.53,3,189,3,0,0,0,RandD,medium,medium
12286,0.11,0.83,6,306,4,0,1,0,support,low,low
5233,0.48,0.68,4,163,2,1,0,0,technical,low,low
5302,0.92,0.78,3,218,3,0,0,0,technical,low,low
11590,0.82,0.65,5,178,7,1,0,0,sales,medium,medium
2657,0.55,0.76,4,233,4,0,0,0,IT,low,medium
11860,0.78,0.9,5,158,3,0,0,0,sales,low,low
4747,0.78,0.58,3,224,2,0,0,0,sales,medium,low
2303,0.58,0.69,4,223,4,0,0,0,sales,low,medium
9828,0.14,0.83,6,275,6,0,0,0,technical,low,medium
6147,0.99,0.97,5,229,2,0,0,0,technical,medium,low
13975,0.79,0.65,3,235,10,0,0,0,technical,low,medium
5517,0.96,0.82,4,201,2,0,0,0,sales,high,low
959,0.1,0.94,7,281,4,0,1,0,technical,medium,low
1057,0.4,0.51,2,136,3,0,1,0,product_mng,low,low
719,0.8,1.0,5,260,5,0,1,0,hr,low,low
3464,0.54,0.84,4,223,3,0,0,0,accounting,medium,medium
2834,0.66,0.63,6,223,6,0,0,0,sales,medium,medium
4260,0.68,0.61,5,271,2,0,0,0,IT,high,low
10835,0.84,0.6,3,250,3,1,0,0,RandD,low,medium
83,0.84,0.85,4,249,6,0,1,0,marketing,low,low
9296,0.72,0.79,4,154,3,0,0,0,IT,medium,low
13218,0.49,0.67,2,190,8,0,0,0,marketing,medium,medium
3128,0.12,0.93,6,257,6,1,0,0,RandD,low,medium
6130,0.5,0.7,4,162,2,0,0,0,sales,medium,low
14988,0.46,0.55,2,145,3,0,1,0,technical,low,low
10906,1.0,0.73,5,189,3,1,0,0,product_mng,low,low
12681,0.4,0.49,2,128,3,0,1,0,sales,low,low
14377,0.43,0.55,2,129,3,0,1,0,sales,low,low
5472,0.19,0.64,5,181,4,1,0,0,support,medium,low
8556,0.95,0.95,4,204,3,1,0,0,marketing,low,medium
1748,0.89,0.96,4,219,6,0,1,0,product_mng,medium,low
11010,0.62,0.91,3,269,8,0,0,0,support,medium,medium
13079,0.43,0.71,3,186,2,0,0,0,accounting,medium,low
2058,0.63,0.66,4,237,2,1,0,0,RandD,medium,medium
2430,0.93,0.53,3,200,3,1,0,0,product_mng,low,low
5753,0.52,0.53,2,286,3,0,0,0,sales,medium,low
12526,0.41,0.45,2,144,3,1,1,0,product_mng,low,low
13020,0.51,0.74,6,98,3,0,0,0,support,low,low
3441,0.54,0.6,4,141,3,0,0,0,marketing,low,medium
11071,0.97,0.5,3,216,3,0,0,0,IT,low,medium
5597,0.5,0.68,4,274,4,0,0,0,sales,medium,medium
756,0.77,0.92,5,235,5,0,1,0,IT,low,low
8092,0.93,0.9,5,210,3,0,0,0,accounting,low,medium
7328,0.23,0.96,4,242,6,0,0,0,marketing,medium,medium
13910,0.5,0.83,5,258,2,0,0,0,IT,low,low
14709,0.44,0.48,2,143,3,0,1,0,technical,medium,low
8258,0.5,0.84,3,233,3,1,0,0,sales,medium,low
14583,0.39,0.48,2,141,3,0,1,0,product_mng,medium,low
2634,0.44,0.42,4,159,4,0,0,0,technical,medium,medium
14657,0.44,0.46,2,143,3,0,1,0,IT,low,low
10245,0.79,0.56,4,177,3,0,0,0,sales,high,low
14978,0.4,0.47,2,144,3,0,1,0,hr,medium,low
12311,0.11,0.95,7,300,4,0,1,0,management,medium,low
2484,0.94,0.89,4,239,3,0,0,0,technical,medium,low
1171,0.11,0.91,6,302,4,0,1,0,accounting,low,low
13496,0.64,0.67,3,143,6,0,0,0,sales,medium,medium
3406,0.6,0.63,4,192,3,0,0,0,support,low,low
871,0.87,0.94,4,260,5,0,1,0,hr,low,low
1196,0.37,0.55,2,159,3,0,1,0,support,medium,low
5808,0.99,0.6,3,262,2,0,0,0,marketing,low,low
11536,0.56,0.98,5,171,3,1,0,0,sales,low,low
6545,0.57,0.52,3,143,2,0,0,0,technical,low,low
4416,0.4,0.48,4,97,2,0,0,0,IT,low,low
11878,0.68,0.66,3,238,2,0,0,0,management,medium,high
7174,0.67,0.54,5,157,2,0,0,0,RandD,medium,medium
10475,0.91,0.66,3,208,4,0,0,0,sales,medium,medium
12795,0.61,0.98,2,238,4,0,0,0,support,medium,low
8417,0.62,0.64,5,187,3,0,0,0,sales,medium,low
4058,0.84,0.36,6,256,5,0,0,0,sales,low,medium
8398,0.58,0.84,4,150,4,1,0,0,sales,low,low
3374,0.72,0.51,3,254,2,0,0,0,sales,low,low
4545,0.82,0.89,4,196,3,0,0,1,technical,medium,medium
11306,0.26,0.99,5,184,5,0,0,0,hr,low,medium
2929,0.32,0.81,2,249,3,0,0,0,accounting,low,medium
2239,0.72,0.93,4,148,2,0,0,0,sales,low,low
11272,0.66,0.57,4,161,7,0,0,1,management,medium,high
9559,0.15,0.95,4,173,5,1,0,0,sales,low,medium
9630,0.95,0.65,5,142,2,1,0,0,sales,low,low
12361,0.76,0.9,4,263,5,0,1,0,support,low,low
203,0.1,0.93,6,256,4,0,1,0,support,low,low
8825,0.36,0.97,5,151,3,0,0,0,support,low,low
6189,0.15,0.91,6,281,3,0,0,0,marketing,low,medium
12233,0.42,0.56,2,134,3,0,1,0,support,low,low
3276,0.93,0.65,4,212,4,0,0,0,IT,medium,medium
1955,0.09,0.81,6,257,4,0,1,0,support,low,low
9258,0.73,0.49,3,248,3,0,0,0,sales,low,low
14187,0.9,0.82,3,133,8,0,0,0,marketing,medium,medium
2001,0.82,0.67,2,202,3,0,0,0,sales,low,low
9463,0.37,0.62,4,253,2,0,0,0,marketing,medium,low
13537,0.82,0.71,3,150,3,0,0,0,support,medium,low
13429,0.95,0.84,3,261,8,1,0,1,hr,medium,medium
9524,0.74,0.55,5,168,4,0,0,0,management,low,high
1156,0.4,0.51,2,156,3,0,1,0,sales,medium,low
14888,0.39,0.49,2,142,3,0,1,0,sales,low,low
14464,0.87,0.98,4,248,5,0,1,0,sales,low,low
5234,0.87,0.51,4,173,3,0,0,0,support,low,low
2494,0.94,0.91,3,163,3,0,0,0,support,medium,low
12069,0.43,0.5,2,135,3,0,1,0,product_mng,medium,low
4987,0.59,0.62,3,219,3,0,0,0,sales,low,low
3185,0.9,0.74,5,249,3,0,0,0,support,medium,low
1600,0.11,0.93,7,296,4,0,1,0,RandD,low,low
3411,0.52,0.85,5,183,3,0,0,0,support,low,low
5248,0.49,0.76,4,202,3,0,0,0,management,low,high
12966,0.29,0.91,4,183,4,0,0,0,RandD,low,medium
14801,0.38,0.55,2,148,3,0,1,0,support,low,low
6908,0.75,0.58,3,159,3,0,0,0,technical,medium,low
2286,0.56,0.64,3,260,3,0,0,0,RandD,medium,medium
5589,0.31,0.5,3,262,5,0,0,0,sales,medium,medium
11469,0.91,0.8,5,169,4,0,0,0,sales,low,low
1845,0.43,0.56,2,129,3,0,1,0,sales,low,low
1966,0.1,0.98,6,265,4,0,1,0,technical,low,low
7675,0.56,0.99,3,209,2,0,0,0,technical,low,low
113,0.9,0.96,4,258,5,0,1,0,technical,medium,low
10015,0.75,0.95,3,268,3,1,0,0,sales,low,low
6289,0.61,0.69,3,224,3,0,0,0,hr,medium,medium
8222,0.52,0.55,5,192,3,0,0,0,support,medium,low
12770,0.1,0.83,6,300,4,0,1,0,marketing,medium,low
6464,0.67,0.97,5,239,3,0,0,0,support,low,low
12120,0.14,0.62,4,158,4,1,1,0,technical,low,low
11270,0.16,0.93,5,210,7,0,0,1,management,medium,high
9153,0.41,0.45,3,236,2,0,0,0,RandD,medium,medium
1891,0.37,0.49,2,138,3,0,1,0,technical,low,low
13970,0.74,0.98,3,166,3,1,0,1,management,high,high
11014,0.52,0.89,3,188,6,0,0,0,marketing,medium,medium
14896,0.75,1.0,5,223,6,0,1,0,accounting,medium,low
9024,0.63,0.65,4,246,6,1,0,0,sales,low,medium
4930,0.39,0.48,3,169,3,0,0,0,support,medium,low
9424,0.93,0.52,3,181,3,0,0,0,technical,low,low
12488,0.1,0.83,7,276,4,0,1,0,accounting,low,low
1751,0.11,0.9,7,245,4,0,1,0,RandD,medium,low
3652,0.85,0.63,3,167,3,0,0,0,product_mng,medium,low
5670,0.58,0.79,4,149,6,0,0,0,sales,medium,medium
12781,0.91,0.96,4,232,5,0,1,0,sales,low,low
11266,0.57,0.67,5,235,2,0,0,0,product_mng,low,low
9966,0.74,0.82,5,154,2,0,0,0,technical,medium,low
5622,0.86,0.51,3,230,3,0,0,0,support,medium,low
7632,0.55,0.61,4,272,4,1,0,0,marketing,low,medium
13739,0.89,0.55,5,251,10,0,0,0,management,high,high
8646,0.51,0.73,4,174,3,0,0,0,sales,medium,low
1734,0.11,0.88,7,275,4,0,1,0,support,low,low
1102,0.43,0.47,2,130,3,0,1,0,technical,low,low
11873,0.69,0.87,5,174,3,0,0,0,support,medium,low
8529,0.96,0.48,3,182,2,1,0,0,support,medium,low
4613,0.67,0.49,4,195,3,0,0,0,hr,low,medium
10742,0.55,0.87,3,201,2,0,0,0,technical,medium,low
11882,0.6,0.45,3,104,4,0,0,0,IT,low,medium
2112,0.59,0.81,4,200,2,0,0,0,support,low,low
5729,0.78,0.67,4,221,3,1,0,0,support,low,low
2564,0.83,0.74,3,221,2,0,0,0,support,medium,low
12230,0.42,0.47,2,159,3,0,1,0,marketing,low,low
10595,0.55,0.93,5,196,3,0,0,0,IT,medium,low
4220,0.87,0.78,3,170,2,0,0,0,sales,low,low
7537,0.42,0.53,3,181,5,0,0,0,technical,medium,medium
6665,0.52,0.86,6,103,4,0,0,0,sales,low,low
1036,0.46,0.54,2,158,3,0,1,0,support,medium,low
5687,0.52,0.77,4,134,4,0,0,0,technical,low,low
8155,0.75,0.81,3,214,3,0,0,0,IT,low,low
7740,0.5,0.53,3,191,2,1,0,0,hr,low,medium
14021,0.73,0.9,5,184,3,0,0,0,IT,low,low
6818,0.87,0.92,4,141,3,0,0,0,sales,low,low
14322,0.09,0.85,6,289,4,0,1,0,hr,high,low
3868,0.49,0.51,4,133,3,0,0,0,support,low,low
9083,0.57,0.75,4,151,2,0,0,0,sales,medium,low
644,0.58,0.62,4,238,3,0,1,0,hr,low,low
12264,0.42,0.5,2,139,3,0,1,0,hr,medium,low
4423,0.84,0.55,3,242,3,0,0,0,RandD,medium,medium
12503,0.43,0.51,2,155,3,0,1,0,technical,medium,low
1407,0.81,1.0,4,241,5,0,1,0,hr,low,low
14928,0.44,0.52,2,141,3,0,1,0,management,low,low
3889,0.76,0.52,3,248,3,0,0,0,RandD,medium,medium
1659,0.77,0.85,5,276,5,0,1,0,support,medium,low
13666,0.63,0.48,4,179,3,0,0,0,marketing,low,medium
8274,0.92,0.76,5,246,2,1,0,0,accounting,low,low
13519,0.83,0.93,3,247,2,0,0,0,hr,low,medium
1091,0.44,0.46,2,157,3,0,1,0,sales,medium,low
5539,0.73,0.49,4,200,2,1,0,0,technical,low,low
1816,0.43,0.5,2,152,3,0,1,0,management,medium,low
7584,0.51,0.98,4,269,3,0,0,0,accounting,low,medium
9645,0.55,0.89,6,99,3,0,0,0,sales,low,low
4159,0.9,0.62,4,258,3,0,0,0,technical,medium,low
344,0.37,0.52,2,155,3,0,1,0,technical,medium,low
5132,0.97,0.52,5,149,3,1,0,0,sales,medium,low
6589,0.64,0.64,3,234,3,1,0,0,sales,high,low
8901,0.74,0.98,3,196,6,1,0,0,support,low,medium
7894,0.7,0.92,5,182,3,0,0,0,hr,low,medium
1094,0.11,0.77,6,275,4,0,1,0,accounting,low,low
7326,0.81,0.56,4,262,3,0,0,0,RandD,medium,medium
3779,0.51,0.6,5,175,3,0,0,0,technical,medium,low
13981,0.88,0.53,3,218,4,0,0,0,sales,low,medium
12306,0.37,0.46,2,149,3,0,1,0,marketing,high,low
546,0.37,0.47,2,149,3,0,1,0,sales,low,low
10114,0.67,0.64,3,203,2,1,0,0,technical,low,low
4137,0.94,0.87,3,229,3,0,0,0,sales,low,low
11434,0.78,0.96,3,202,4,1,0,0,marketing,medium,medium
797,0.11,0.91,5,291,4,0,1,0,technical,low,low
2698,0.3,0.47,4,176,2,0,0,0,sales,low,low
14324,0.9,0.96,4,258,5,0,1,0,technical,medium,low
6773,0.65,0.95,3,190,3,0,0,0,technical,low,low
5566,0.98,0.6,4,191,3,0,0,0,IT,low,low
512,0.09,0.96,6,259,4,0,1,0,support,low,low
2490,0.69,0.64,5,265,2,1,0,0,support,high,low
13644,0.75,0.89,6,250,2,0,0,0,marketing,medium,low
11662,0.7,0.7,3,162,8,0,0,0,RandD,high,medium
2398,0.54,0.93,4,161,4,1,0,0,hr,low,medium
3832,0.69,0.9,5,226,4,0,0,0,sales,high,low
8363,0.12,0.59,3,229,6,0,0,0,technical,medium,medium
7583,0.99,0.71,4,155,3,0,0,0,sales,low,low
11393,0.33,0.97,5,130,4,0,0,0,management,high,high
4563,0.87,0.95,4,251,3,0,0,0,technical,medium,low
9369,0.77,0.51,4,141,3,1,0,0,technical,low,low
2665,0.96,0.84,3,264,3,0,0,0,RandD,low,medium
9440,0.57,0.49,2,237,2,0,0,0,support,low,low
7811,0.94,0.55,3,160,3,0,0,0,sales,low,low
7185,0.58,0.62,5,270,2,0,0,0,sales,high,low
13876,0.96,0.85,4,173,3,0,0,0,marketing,high,medium
4377,0.75,0.53,3,222,2,0,0,0,sales,low,low
1862,0.1,0.9,7,269,4,0,1,0,accounting,medium,low
7827,0.59,0.62,4,205,3,0,0,0,technical,medium,low
3455,0.59,0.81,4,173,2,0,0,0,sales,medium,low
11109,0.84,0.63,3,121,3,1,0,0,sales,low,low
1122,0.39,0.57,2,131,3,0,1,0,support,medium,low
14927,0.37,0.49,2,138,3,0,1,0,technical,low,low
13651,0.69,0.48,5,232,4,0,0,0,sales,medium,medium
1449,0.41,0.5,2,149,3,0,1,0,RandD,low,low
3997,0.76,0.79,3,197,5,0,0,0,accounting,medium,medium
12462,0.8,0.53,3,255,5,0,1,0,technical,high,low
13233,0.96,0.89,3,142,4,0,0,0,sales,medium,low
2479,0.96,0.88,4,165,2,0,0,0,technical,medium,low
6341,0.72,0.58,3,198,2,0,0,0,marketing,low,low
6585,0.59,0.62,3,212,2,1,0,0,sales,high,low
735,0.83,0.99,5,258,5,0,1,0,support,high,low
7489,0.49,0.91,3,227,3,0,0,0,sales,medium,low
7964,0.91,0.61,3,255,3,0,0,0,accounting,medium,medium
8315,0.33,0.77,3,216,3,0,0,0,RandD,high,medium
12274,0.11,0.9,6,254,4,0,1,0,technical,low,low
93,0.46,0.55,2,129,3,0,1,0,sales,low,low
8225,0.96,0.53,3,158,4,0,0,0,technical,medium,medium
2623,0.91,0.61,4,243,2,1,0,0,accounting,low,low
10224,0.13,0.76,5,171,5,0,0,0,RandD,medium,medium
4524,0.78,0.59,4,180,3,0,0,0,sales,low,low
13362,0.54,0.95,4,256,3,0,0,0,support,low,low
13639,0.64,0.55,4,215,2,0,0,0,sales,low,low
4356,0.92,0.94,5,253,2,0,0,0,technical,high,low
14248,0.45,0.5,2,126,3,0,1,0,technical,low,low
1695,0.78,0.96,5,272,5,0,1,0,sales,low,low
11094,0.51,0.63,4,198,2,0,0,0,management,medium,high
11218,0.95,0.84,3,261,8,1,0,1,hr,medium,medium
7358,0.98,0.62,3,203,2,0,0,0,accounting,medium,low
6805,0.79,0.64,4,263,2,0,0,0,sales,low,low
12359,0.09,0.91,6,275,4,0,1,0,support,low,low
14569,0.31,0.62,6,135,5,0,1,0,support,low,low
6375,0.96,0.47,2,233,5,1,0,0,technical,low,medium
7912,0.46,0.6,4,119,5,0,0,0,support,medium,medium
14698,0.19,1.0,4,192,4,0,1,0,accounting,low,low
1308,0.09,0.94,6,266,4,0,1,0,sales,medium,low
7293,0.97,0.64,4,152,2,0,0,0,technical,medium,low
5661,0.45,0.55,3,151,3,0,0,0,sales,medium,low
12390,0.78,1.0,4,253,5,0,1,0,marketing,low,low
13045,0.79,0.74,3,169,3,0,0,0,RandD,low,medium
10010,0.85,0.66,5,189,3,0,0,0,sales,medium,low
14694,0.42,0.54,2,143,3,1,1,0,sales,low,low
12507,0.39,0.54,2,158,3,0,1,0,support,low,low
1795,0.85,0.96,4,217,5,0,1,0,technical,low,low
13023,0.91,0.75,4,159,3,1,0,0,support,low,low
12303,0.37,0.55,2,127,3,0,1,0,RandD,medium,low
12044,0.09,0.89,6,276,4,0,1,0,technical,low,low
13104,0.59,0.97,5,179,6,0,0,0,support,medium,medium
11412,0.5,1.0,4,258,3,0,0,0,sales,medium,low
3465,0.59,0.83,4,239,4,0,0,0,hr,high,medium
6463,0.56,0.56,5,229,4,1,0,0,support,low,low
4928,0.55,0.49,3,146,2,0,0,0,technical,medium,low
6536,0.68,0.57,3,197,3,1,0,0,support,medium,low
14163,0.52,0.62,5,239,2,0,0,0,sales,medium,low
1635,0.43,0.47,2,137,3,0,1,0,hr,medium,low
7546,0.55,0.72,3,204,2,0,0,0,product_mng,low,low
14652,0.36,0.78,2,151,4,0,1,0,technical,low,low
5410,0.58,0.75,4,222,3,1,0,0,product_mng,low,low
1883,0.37,0.54,2,157,3,0,1,0,support,low,low
602,0.1,0.84,7,250,4,0,1,0,product_mng,low,low
391,0.45,0.55,2,148,3,0,1,0,sales,low,low
1566,0.1,0.96,6,274,4,0,1,0,technical,low,low
5824,0.98,0.65,4,263,2,1,0,0,sales,medium,low
12236,0.4,0.53,2,151,3,0,1,0,marketing,low,low
11773,0.93,0.5,5,272,3,0,0,0,sales,low,low
13032,0.7,0.6,5,208,3,0,0,0,management,medium,high
7505,0.56,0.77,5,279,4,0,0,0,sales,low,medium
792,0.9,0.83,5,259,5,0,1,0,accounting,low,low
12835,0.51,0.87,2,130,4,0,0,0,sales,medium,low
1066,0.43,0.47,2,129,3,0,1,0,marketing,low,low
14752,0.81,0.87,4,254,5,0,1,0,marketing,low,low
9375,0.61,0.5,3,231,3,0,0,0,IT,high,medium
12737,0.42,0.56,2,143,3,0,1,0,support,medium,low
3032,0.93,0.94,4,188,3,0,0,0,support,medium,low
4218,0.89,0.68,4,258,2,1,0,0,sales,low,low
14096,0.71,0.68,3,231,2,1,0,0,product_mng,low,low
5513,0.23,0.5,5,100,3,0,0,0,sales,medium,low
14915,0.43,0.54,2,142,3,0,1,0,support,low,low
1771,0.09,0.86,6,245,4,0,1,0,sales,low,low
9969,0.63,0.59,3,189,3,0,0,0,technical,medium,low
10360,0.12,0.7,5,277,3,0,0,0,support,medium,low
6175,0.98,0.92,5,221,3,1,0,0,product_mng,medium,low
4635,0.91,0.81,3,220,3,1,0,0,support,low,low
6421,0.24,0.91,5,177,5,0,0,0,sales,low,medium
2653,0.38,0.68,5,211,6,0,0,0,technical,low,medium
1847,0.09,0.84,6,269,4,0,1,0,sales,low,low
5242,0.76,0.47,3,223,2,0,0,0,support,medium,low
1766,0.44,0.56,2,141,3,0,1,0,sales,low,low
7166,0.16,0.57,5,144,4,1,0,0,product_mng,low,low
14146,0.5,0.86,3,180,7,0,0,1,management,high,high
101,0.36,0.52,2,147,3,0,1,0,sales,medium,low
3050,0.85,0.82,6,141,5,0,0,0,RandD,low,medium
9766,0.88,0.9,4,152,4,0,0,0,RandD,medium,medium
2629,0.93,0.88,4,177,3,0,0,0,technical,low,low
3599,0.76,0.8,2,219,4,1,0,0,sales,low,low
14860,0.46,0.5,2,156,3,0,1,0,technical,medium,low
11632,0.72,0.66,4,184,3,0,0,0,management,high,high
6028,0.21,0.94,3,287,5,0,0,0,RandD,high,medium
10225,0.73,0.89,3,139,3,0,0,0,RandD,medium,medium
9473,0.75,0.53,3,154,2,0,0,0,sales,medium,low
10896,0.69,0.74,5,227,2,0,0,0,technical,medium,low
4985,0.49,0.81,4,233,3,0,0,0,sales,low,low
7925,0.58,0.53,4,192,4,0,0,0,IT,medium,medium
12703,0.44,0.53,2,159,3,0,1,0,sales,low,low
1612,0.43,0.55,4,134,3,0,1,0,marketing,low,low
9223,0.68,0.55,6,181,3,0,0,0,IT,medium,low
13099,0.2,0.94,6,191,5,0,0,0,support,low,medium
12772,0.31,0.77,4,149,3,0,1,0,sales,medium,low
2498,0.45,0.52,2,105,3,0,0,0,technical,low,low
8922,0.76,0.77,3,254,3,0,0,0,product_mng,medium,low
10405,0.22,0.69,3,212,3,0,0,0,sales,medium,low
11707,0.43,0.66,4,135,2,0,0,0,IT,high,low
7663,0.88,0.77,4,224,5,1,0,0,hr,low,medium
8773,0.97,0.69,4,134,3,0,0,0,RandD,high,medium
4709,0.56,0.92,5,222,4,0,0,0,support,medium,low
3235,0.84,0.74,4,226,2,0,0,0,accounting,high,low
5112,0.2,0.53,6,189,4,0,0,0,marketing,medium,medium
13212,0.7,0.59,3,138,3,0,0,0,RandD,low,medium
5045,0.41,0.58,5,274,2,1,0,0,sales,medium,low
471,0.44,0.53,2,149,3,0,1,0,sales,low,low
6284,0.63,0.67,4,149,3,1,0,0,sales,medium,low
12196,0.27,0.54,7,278,3,0,1,0,technical,low,low
8955,0.88,0.93,4,177,3,0,0,0,sales,medium,low
11838,0.43,0.88,2,149,4,0,0,0,product_mng,medium,low
9085,0.86,0.61,5,265,3,0,0,0,support,low,low
3436,0.15,0.36,5,159,2,0,0,0,accounting,low,low
651,0.09,0.88,6,269,4,0,1,0,technical,medium,low
5346,0.55,0.66,3,164,2,0,0,0,technical,low,low
12483,0.42,0.54,2,143,3,1,1,0,sales,low,low
6707,0.4,0.98,4,154,3,0,0,0,product_mng,low,low
11621,0.91,0.63,5,240,7,0,0,0,sales,medium,medium
4872,0.98,0.72,3,252,2,0,0,0,IT,low,low
4880,0.59,0.65,4,163,3,1,0,0,RandD,low,medium
14057,0.76,0.62,5,230,3,1,0,0,marketing,low,medium
8479,0.73,0.72,5,178,2,0,0,0,management,low,medium
1873,0.09,0.93,6,279,4,0,1,0,technical,low,low
